,0,1
0,0,16.738039194413812
1,0,16.827932186503098
2,0,16.917825178592384
3,0,17.00771817068167
4,0,17.097611162770956
5,0,17.187504154860246
6,0,17.277397146949532
7,0,17.36729013903882
8,0,17.457183131128104
9,0,17.54707612321739
10,0,17.636969115306677
11,0,17.726862107395963
12,0,17.81675509948525
13,0,17.90664809157454
14,295400,17.996541083663825
15,10360900,18.08643407575311
16,23254300,18.176327067842397
17,6433200,18.266220059931683
18,12773200,18.35611305202097
19,938400,18.446006044110256
20,566200,18.53589903619954
21,1473300,18.62579202828883
22,1398900,18.715685020378118
23,0,18.805578012467404
24,1171100,18.89547100455669
25,499000,18.985363996645976
26,1099400,19.075256988735262
27,20275700,19.16514998082455
28,4886400,19.255042972913834
29,1693300,19.344935965003124
30,1923700,19.43482895709241
31,4102500,19.524721949181696
32,8395200,19.614614941270982
33,2234600,19.70450793336027
34,810600,19.794400925449555
35,8809100,19.88429391753884
36,4756700,19.974186909628127
37,5014500,20.064079901717413
38,7954900,20.153972893806703
39,2765200,20.24386588589599
40,317300,20.333758877985275
41,3847100,20.42365187007456
42,30528400,20.513544862163847
43,1416900,20.603437854253134
44,623700,20.69333084634242
45,0,20.78322383843171
46,366900,20.873116830520992
47,2479200,20.96300982261028
48,237000,21.052902814699568
49,2609200,21.142795806788854
50,57502800,21.23268879887814
51,24161000,21.322581790967426
52,3177800,21.412474783056712
53,567800,21.502367775146
54,20069000,21.592260767235288
55,13884000,21.682153759324574
56,4719800,21.77204675141386
57,2611500,21.861939743503147
58,26102600,21.951832735592433
59,1837700,22.04172572768172
60,4132300,22.131618719771005
61,5437000,22.221511711860295
62,197900,22.311404703949577
63,3582100,22.401297696038867
64,3461000,22.491190688128153
65,0,22.58108368021744
66,189500,22.670976672306725
67,1878500,22.76086966439601
68,1242700,22.850762656485298
69,4477500,22.940655648574584
70,284500,23.030548640663874
71,101800,23.120441632753156
72,679000,23.210334624842446
73,0,23.300227616931732
74,456700,23.390120609021018
75,1550500,23.480013601110304
76,0,23.56990659319959
77,0,23.659799585288877
78,273400,23.749692577378163
79,0,23.839585569467452
80,0,23.92947856155674
81,5442400,24.019371553646025
82,18200,24.10926454573531
83,4718400,24.199157537824597
84,3798400,24.289050529913883
85,579000,24.37894352200317
86,379000,24.46883651409246
87,4713900,24.55872950618174
88,2797000,24.64862249827103
89,1693500,24.738515490360317
90,620000,24.828408482449603
91,89000,24.91830147453889
92,1127700,25.008194466628176
93,1766900,25.098087458717465
94,3598200,25.187980450806748
95,9444000,25.277873442896038
96,2370600,25.36776643498532
97,60959900,25.45765942707461
98,55511000,25.547552419163896
99,12694500,25.637445411253182
100,4505000,25.72733840334247
101,10481300,25.817231395431754
102,3642700,25.907124387521044
103,21106300,25.997017379610327
104,9945600,26.086910371699616
105,8820800,26.1768033637889
106,1391900,26.26669635587819
107,10939200,26.356589347967475
108,28173800,26.44648234005676
109,8356200,26.536375332146047
110,7695200,26.626268324235333
111,12247100,26.716161316324623
112,11891700,26.806054308413906
113,11740900,26.895947300503195
114,4745000,26.98584029259248
115,5485100,27.075733284681768
116,1091700,27.165626276771054
117,7663200,27.25551926886034
118,21579700,27.34541226094963
119,40003800,27.435305253038912
120,20189400,27.525198245128202
121,15618200,27.615091237217484
122,25085800,27.704984229306774
123,64759700,27.79487722139606
124,87478500,27.884770213485346
125,13799500,27.974663205574632
126,29324000,28.06455619766392
127,15529700,28.15444918975321
128,1803100,28.24434218184249
129,1200300,28.33423517393178
130,1710700,28.424128166021063
131,557200,28.514021158110353
132,1197000,28.60391415019964
133,91004700,28.693807142288925
134,39243200,28.78370013437821
135,16465200,28.873593126467497
136,6598800,28.963486118556787
137,7224700,29.05337911064607
138,686600,29.14327210273536
139,941100,29.233165094824646
140,4097700,29.32305808691393
141,1513400,29.412951079003218
142,7462400,29.502844071092504
143,7166200,29.592737063181794
144,2992900,29.682630055271076
145,5395900,29.772523047360366
146,18315100,29.86241603944965
147,10368100,29.952309031538938
148,1857400,30.042202023628224
149,1778700,30.13209501571751
150,1028200,30.221988007806797
151,5512200,30.311880999896083
152,3343800,30.401773991985372
153,2558500,30.491666984074655
154,1236100,30.581559976163945
155,1725700,30.67145296825323
156,13575800,30.761345960342517
157,4771300,30.851238952431803
158,7260700,30.94113194452109
159,2327500,31.03102493661038
160,4762700,31.12091792869966
161,3446300,31.21081092078895
162,6476100,31.300703912878234
163,227300,31.390596904967524
164,2907500,31.48048989705681
165,1568400,31.570382889146096
166,0,31.660275881235382
167,0,31.750168873324668
168,0,31.840061865413958
169,255500,31.92995485750324
170,0,32.01984784959253
171,613100,32.10974084168181
172,1710100,32.1996338337711
173,12393400,32.28952682586039
174,6554800,32.379419817949675
175,4127200,32.46931281003896
176,0,32.55920580212825
177,6084800,32.64909879421754
178,1229800,32.738991786306826
179,2689000,32.82888477839611
180,915500,32.91877777048539
181,2508100,33.00867076257468
182,2692900,33.09856375466397
183,911700,33.18845674675325
184,238800,33.278349738842536
185,6031900,33.368242730931826
186,2433000,33.458135723021115
187,4640200,33.548028715110405
188,1048000,33.63792170719969
189,0,33.72781469928897
190,763000,33.81770769137826
191,261300,33.90760068346755
192,0,33.99749367555683
193,1090000,34.087386667646115
194,1397400,34.177279659735404
195,599600,34.267172651824694
196,807700,34.357065643913984
197,233100,34.44695863600327
198,319100,34.53685162809255
199,4401600,34.62674462018184
200,187000,34.71663761227113
201,107000,34.80653060436041
202,108400,34.896423596449694
203,0,34.98631658853898
204,2269800,35.07620958062827
205,698500,35.16610257271756
206,367900,35.255995564806845
207,0,35.34588855689613
208,0,35.43578154898542
209,1229500,35.52567454107471
210,43700,35.61556753316399
211,0,35.70546052525328
212,0,35.79535351734256
213,0,35.88524650943185
214,153400,35.97513950152114
215,0,36.065032493610424
216,463600,36.15492548569971
217,0,36.244818477788996
218,0,36.334711469878286
219,0,36.424604461967576
220,111700,36.51449745405686
221,0,36.60439044614614
222,0,36.69428343823543
223,90900,36.78417643032472
224,113300,36.874069422414
225,0,36.963962414503285
226,0,37.053855406592575
227,145900,37.143748398681865
228,1059500,37.233641390771155
229,345700,37.32353438286044
230,823200,37.41342737494972
231,3808000,37.50332036703901
232,1121500,37.5932133591283
233,728600,37.68310635121758
234,0,37.772999343306864
235,624600,37.862892335396154
236,0,37.952785327485444
237,554800,38.04267831957473
238,158200,38.132571311664016
239,631000,38.2224643037533
240,0,38.31235729584259
241,0,38.40225028793188
242,0,38.49214328002116
243,0,38.58203627211044
244,444000,38.67192926419973
245,0,38.76182225628902
246,124800,38.85171524837831
247,0,38.941608240467595
248,265900,39.03150123255688
249,363800,39.12139422464617
250,279000,39.21128721673546
251,247300,39.30118020882474
252,101800,39.39107320091403
253,0,39.48096619300331
254,249100,39.5708591850926
255,1103600,39.66075217718189
256,137300,39.75064516927117
257,103300,39.840538161360456
258,0,39.930431153449746
259,0,40.020324145539035
260,0,40.11021713762832
261,0,40.20011012971761
262,0,40.29000312180689
263,0,40.37989611389618
264,0,40.46978910598547
265,0,40.55968209807475
266,103200,40.649575090164035
267,0,40.739468082253325
268,0,40.829361074342614
269,0,40.919254066431904
270,0,41.00914705852119
271,0,41.09904005061047
272,0,41.18893304269976
273,0,41.27882603478905
274,0,41.36871902687833
275,0,41.458612018967614
276,0,41.5485050110569
277,0,41.63839800314619
278,0,41.72829099523548
279,0,41.818183987324765
280,0,41.90807697941405
281,0,41.99796997150334
282,0,42.08786296359263
283,0,42.17775595568191
284,0,42.26764894777119
285,0,42.35754193986048
